Key,Practice,Area,Knowledge,Data_Munging,Data_Ingestion,Visualisation,Statistics,Machine_Learning,Text_Mining,Big_Data,Python,R,Hadoop
215,Analytics,Text Mining,1.No knowledge,1 - No knowledge ,1 - No knowledge,2 - Limited knowledge,2 - Limited knowledge,1 - No knowledge,1 - No knowledge,1 - No knowledge,1 - No knowledge,1 - No knowledge,1 - No knowledge
216,Customer Experience,Text Mining,1.No knowledge,1 - No knowledge ,1 - No knowledge,1 - No knowledge,1 - No knowledge,1 - No knowledge,1 - No knowledge,2 - Limited knowledge,1 - No knowledge,1 - No knowledge,1 - No knowledge
217,Customer Experience,Text Mining,1.No knowledge,1 - No knowledge ,1 - No knowledge,2 - Limited knowledge,3 - Moderate knowledge,1 - No knowledge,1 - No knowledge,1 - No knowledge,1 - No knowledge,1 - No knowledge,1 - No knowledge
218,Customer Experience,Text Mining,3.Moderate knowledge,3 - Moderate knowledge,3 - Moderate knowledge,3 - Moderate knowledge,5 - Extensive knowledge,3 - Moderate knowledge,3 - Moderate knowledge,3 - Moderate knowledge,1 - No knowledge,4 - Substantial knowledge,2 - Limited knowledge
219,Analytics,Text Mining,2.Limited knowledge,1 - No knowledge ,1 - No knowledge,3 - Moderate knowledge,3 - Moderate knowledge,1 - No knowledge,2 - Limited knowledge,2 - Limited knowledge,1 - No knowledge,1 - No knowledge,1 - No knowledge
220,Analytics,Text Mining,2.Limited knowledge,1 - No knowledge ,2 - Limited knowledge,3 - Moderate knowledge,3 - Moderate knowledge,1 - No knowledge,2 - Limited knowledge,3 - Moderate knowledge,1 - No knowledge,1 - No knowledge,3 - Moderate knowledge
221,Analytics,Text Mining,3.Moderate knowledge,1 - No knowledge ,2 - Limited knowledge,2 - Limited knowledge,5 - Extensive knowledge,3 - Moderate knowledge,3 - Moderate knowledge,3 - Moderate knowledge,2 - Limited knowledge,3 - Moderate knowledge,4 - Substantial knowledge
222,Analytics,Text Mining,1.No knowledge,2 - Limited knowledge ,2 - Limited knowledge,4 - Substantial knowledge,3 - Moderate knowledge,1 - No knowledge,1 - No knowledge,2 - Limited knowledge,1 - No knowledge,1 - No knowledge,1 - No knowledge
223,Customer Experience,Text Mining,1.No knowledge,1 - No knowledge ,1 - No knowledge,2 - Limited knowledge,2 - Limited knowledge,1 - No knowledge,1 - No knowledge,2 - Limited knowledge,1 - No knowledge,2 - Limited knowledge,1 - No knowledge
224,Customer Experience,Text Mining,1.No knowledge,1 - No knowledge ,1 - No knowledge,1 - No knowledge,3 - Moderate knowledge,1 - No knowledge,1 - No knowledge,3 - Moderate knowledge,1 - No knowledge,1 - No knowledge,1 - No knowledge
225,Analytics,Text Mining,2.Limited knowledge,1 - No knowledge ,4 - Substantial knowledge,3 - Moderate knowledge,4 - Substantial knowledge,1 - No knowledge,2 - Limited knowledge,2 - Limited knowledge,1 - No knowledge,3 - Moderate knowledge,2 - Limited knowledge
226,Customer Experience,Text Mining,1.No knowledge,1 - No knowledge ,1 - No knowledge,2 - Limited knowledge,3 - Moderate knowledge,1 - No knowledge,1 - No knowledge,2 - Limited knowledge,1 - No knowledge,1 - No knowledge,1 - No knowledge
227,Customer Experience,Text Mining,1.No knowledge,1 - No knowledge ,1 - No knowledge,2 - Limited knowledge,2 - Limited knowledge,1 - No knowledge,1 - No knowledge,2 - Limited knowledge,1 - No knowledge,2 - Limited knowledge,1 - No knowledge
228,Analytics,Text Mining,2.Limited knowledge,3 - Moderate knowledge,4 - Substantial knowledge,4 - Substantial knowledge,5 - Extensive knowledge,2 - Limited knowledge,2 - Limited knowledge,2 - Limited knowledge,2 - Limited knowledge,4 - Substantial knowledge,2 - Limited knowledge
229,Analytics,Text Mining,1.No knowledge,1 - No knowledge ,1 - No knowledge,1 - No knowledge,4 - Substantial knowledge,1 - No knowledge,1 - No knowledge,2 - Limited knowledge,1 - No knowledge,1 - No knowledge,1 - No knowledge
230,Customer Experience,Text Mining,1.No knowledge,1 - No knowledge ,3 - Moderate knowledge,2 - Limited knowledge,2 - Limited knowledge,1 - No knowledge,1 - No knowledge,2 - Limited knowledge,1 - No knowledge,1 - No knowledge,1 - No knowledge
231,Customer Experience,Text Mining,3.Moderate knowledge,1 - No knowledge ,2 - Limited knowledge,3 - Moderate knowledge,2 - Limited knowledge,1 - No knowledge,3 - Moderate knowledge,3 - Moderate knowledge,2 - Limited knowledge,1 - No knowledge,1 - No knowledge
232,Customer Experience,Text Mining,1.No knowledge,1 - No knowledge ,1 - No knowledge,2 - Limited knowledge,2 - Limited knowledge,1 - No knowledge,1 - No knowledge,2 - Limited knowledge,1 - No knowledge,1 - No knowledge,1 - No knowledge
233,Customer Experience,Text Mining,3.Moderate knowledge,1 - No knowledge ,1 - No knowledge,3 - Moderate knowledge,2 - Limited knowledge,1 - No knowledge,3 - Moderate knowledge,4 - Substantial knowledge,1 - No knowledge,1 - No knowledge,1 - No knowledge
234,Analytics,Text Mining,1.No knowledge,2 - Limited knowledge ,3 - Moderate knowledge,3 - Moderate knowledge,3 - Moderate knowledge,3 - Moderate knowledge,1 - No knowledge,3 - Moderate knowledge,1 - No knowledge,1 - No knowledge,1 - No knowledge
235,Analytics,Text Mining,1.No knowledge,1 - No knowledge ,3 - Moderate knowledge,4 - Substantial knowledge,4 - Substantial knowledge,2 - Limited knowledge,1 - No knowledge,3 - Moderate knowledge,1 - No knowledge,2 - Limited knowledge,3 - Moderate knowledge
236,Customer Experience,Text Mining,1.No knowledge,1 - No knowledge ,2 - Limited knowledge,1 - No knowledge,3 - Moderate knowledge,1 - No knowledge,1 - No knowledge,2 - Limited knowledge,1 - No knowledge,1 - No knowledge,1 - No knowledge
237,Analytics,Text Mining,1.No knowledge,1 - No knowledge ,1 - No knowledge,3 - Moderate knowledge,3 - Moderate knowledge,1 - No knowledge,1 - No knowledge,1 - No knowledge,1 - No knowledge,1 - No knowledge,1 - No knowledge
238,Customer Experience,Text Mining,1.No knowledge,1 - No knowledge ,1 - No knowledge,1 - No knowledge,1 - No knowledge,1 - No knowledge,1 - No knowledge,1 - No knowledge,1 - No knowledge,1 - No knowledge,1 - No knowledge
239,Customer Experience,Text Mining,2.Limited knowledge,2 - Limited knowledge ,2 - Limited knowledge,3 - Moderate knowledge,3 - Moderate knowledge,2 - Limited knowledge,2 - Limited knowledge,3 - Moderate knowledge,2 - Limited knowledge,1 - No knowledge,2 - Limited knowledge
240,Analytics,Text Mining,2.Limited knowledge,1 - No knowledge ,1 - No knowledge,3 - Moderate knowledge,4 - Substantial knowledge,1 - No knowledge,2 - Limited knowledge,2 - Limited knowledge,1 - No knowledge,2 - Limited knowledge,1 - No knowledge
241,Analytics,Text Mining,2.Limited knowledge,1 - No knowledge ,2 - Limited knowledge,2 - Limited knowledge,3 - Moderate knowledge,1 - No knowledge,2 - Limited knowledge,3 - Moderate knowledge,2 - Limited knowledge,3 - Moderate knowledge,3 - Moderate knowledge
242,Analytics,Text Mining,1.No knowledge,3 - Moderate knowledge,2 - Limited knowledge,3 - Moderate knowledge,5 - Extensive knowledge,2 - Limited knowledge,1 - No knowledge,2 - Limited knowledge,1 - No knowledge,3 - Moderate knowledge,1 - No knowledge
243,Analytics,Text Mining,4.Substantial knowledge,3 - Moderate knowledge,3 - Moderate knowledge,3 - Moderate knowledge,5 - Extensive knowledge,4 - Substantial knowledge,4 - Substantial knowledge,4 - Substantial knowledge,2 - Limited knowledge,3 - Moderate knowledge,4 - Substantial knowledge
244,Analytics,Text Mining,4.Substantial knowledge,1 - No knowledge ,2 - Limited knowledge,4 - Substantial knowledge,5 - Extensive knowledge,3 - Moderate knowledge,4 - Substantial knowledge,2 - Limited knowledge,1 - No knowledge,2 - Limited knowledge,2 - Limited knowledge
245,Analytics,Text Mining,4.Substantial knowledge,2 - Limited knowledge ,3 - Moderate knowledge,3 - Moderate knowledge,5 - Extensive knowledge,2 - Limited knowledge,4 - Substantial knowledge,3 - Moderate knowledge,2 - Limited knowledge,2 - Limited knowledge,2 - Limited knowledge
246,Analytics,Text Mining,2.Limited knowledge,2 - Limited knowledge ,3 - Moderate knowledge,3 - Moderate knowledge,4 - Substantial knowledge,2 - Limited knowledge,2 - Limited knowledge,5 - Extensive knowledge,3 - Moderate knowledge,4 - Substantial knowledge,4 - Substantial knowledge
247,Analytics,Big Data,2.Limited knowledge,4 - Substantial knowledge,2 - Limited knowledge,5 - Extensive knowledge,4 - Substantial knowledge,2 - Limited knowledge,2 - Limited knowledge,2 - Limited knowledge,1 - No knowledge,2 - Limited knowledge,1 - No knowledge
248,Analytics,Big Data,3.Moderate knowledge,1 - No knowledge ,1 - No knowledge,3 - Moderate knowledge,4 - Substantial knowledge,1 - No knowledge,2 - Limited knowledge,3 - Moderate knowledge,1 - No knowledge,2 - Limited knowledge,1 - No knowledge
249,Analytics,Big Data,4.Substantial knowledge,1 - No knowledge ,1 - No knowledge,4 - Substantial knowledge,5 - Extensive knowledge,3 - Moderate knowledge,4 - Substantial knowledge,4 - Substantial knowledge,2 - Limited knowledge,1 - No knowledge,1 - No knowledge
250,Analytics,Big Data,3.Moderate knowledge,4 - Substantial knowledge,3 - Moderate knowledge,4 - Substantial knowledge,5 - Extensive knowledge,3 - Moderate knowledge,3 - Moderate knowledge,3 - Moderate knowledge,2 - Limited knowledge,4 - Substantial knowledge,3 - Moderate knowledge
251,Analytics,Big Data,2.Limited knowledge,1 - No knowledge ,1 - No knowledge,3 - Moderate knowledge,3 - Moderate knowledge,1 - No knowledge,1 - No knowledge,2 - Limited knowledge,1 - No knowledge,1 - No knowledge,1 - No knowledge
252,Analytics,Big Data,4.Substantial knowledge,4 - Substantial knowledge,4 - Substantial knowledge,3 - Moderate knowledge,4 - Substantial knowledge,3 - Moderate knowledge,1 - No knowledge,4 - Substantial knowledge,1 - No knowledge,1 - No knowledge,1 - No knowledge
253,Analytics,Big Data,1.No knowledge,2 - Limited knowledge ,2 - Limited knowledge,3 - Moderate knowledge,4 - Substantial knowledge,1 - No knowledge,1 - No knowledge,1 - No knowledge,1 - No knowledge,3 - Moderate knowledge,1 - No knowledge
254,Analytics,Big Data,2.Limited knowledge,1 - No knowledge ,1 - No knowledge,3 - Moderate knowledge,2 - Limited knowledge,2 - Limited knowledge,2 - Limited knowledge,2 - Limited knowledge,2 - Limited knowledge,2 - Limited knowledge,1 - No knowledge
255,Analytics,Big Data,3.Moderate knowledge,1 - No knowledge ,3 - Moderate knowledge,3 - Moderate knowledge,3 - Moderate knowledge,1 - No knowledge,3 - Moderate knowledge,3 - Moderate knowledge,1 - No knowledge,2 - Limited knowledge,2 - Limited knowledge
256,Analytics,Big Data,1.No knowledge,1 - No knowledge ,1 - No knowledge,2 - Limited knowledge,2 - Limited knowledge,1 - No knowledge,1 - No knowledge,1 - No knowledge,1 - No knowledge,1 - No knowledge,1 - No knowledge
257,Customer Experience,Big Data,2.Limited knowledge,1 - No knowledge ,1 - No knowledge,1 - No knowledge,1 - No knowledge,1 - No knowledge,1 - No knowledge,2 - Limited knowledge,1 - No knowledge,1 - No knowledge,1 - No knowledge
258,Customer Experience,Big Data,1.No knowledge,1 - No knowledge ,1 - No knowledge,2 - Limited knowledge,3 - Moderate knowledge,1 - No knowledge,1 - No knowledge,1 - No knowledge,1 - No knowledge,1 - No knowledge,1 - No knowledge
259,Customer Experience,Big Data,3.Moderate knowledge,3 - Moderate knowledge,3 - Moderate knowledge,3 - Moderate knowledge,5 - Extensive knowledge,3 - Moderate knowledge,3 - Moderate knowledge,3 - Moderate knowledge,1 - No knowledge,4 - Substantial knowledge,2 - Limited knowledge
260,Analytics,Big Data,2.Limited knowledge,1 - No knowledge ,1 - No knowledge,3 - Moderate knowledge,3 - Moderate knowledge,1 - No knowledge,2 - Limited knowledge,2 - Limited knowledge,1 - No knowledge,1 - No knowledge,1 - No knowledge
261,Analytics,Big Data,3.Moderate knowledge,1 - No knowledge ,2 - Limited knowledge,3 - Moderate knowledge,3 - Moderate knowledge,1 - No knowledge,2 - Limited knowledge,3 - Moderate knowledge,1 - No knowledge,1 - No knowledge,3 - Moderate knowledge
262,Analytics,Big Data,3.Moderate knowledge,1 - No knowledge ,2 - Limited knowledge,2 - Limited knowledge,5 - Extensive knowledge,3 - Moderate knowledge,3 - Moderate knowledge,3 - Moderate knowledge,2 - Limited knowledge,3 - Moderate knowledge,4 - Substantial knowledge
263,Analytics,Big Data,2.Limited knowledge,2 - Limited knowledge ,2 - Limited knowledge,4 - Substantial knowledge,3 - Moderate knowledge,1 - No knowledge,1 - No knowledge,2 - Limited knowledge,1 - No knowledge,1 - No knowledge,1 - No knowledge
264,Customer Experience,Big Data,2.Limited knowledge,1 - No knowledge ,1 - No knowledge,2 - Limited knowledge,2 - Limited knowledge,1 - No knowledge,1 - No knowledge,2 - Limited knowledge,1 - No knowledge,2 - Limited knowledge,1 - No knowledge
265,Customer Experience,Big Data,3.Moderate knowledge,1 - No knowledge ,1 - No knowledge,1 - No knowledge,3 - Moderate knowledge,1 - No knowledge,1 - No knowledge,3 - Moderate knowledge,1 - No knowledge,1 - No knowledge,1 - No knowledge
266,Analytics,Big Data,2.Limited knowledge,1 - No knowledge ,4 - Substantial knowledge,3 - Moderate knowledge,4 - Substantial knowledge,1 - No knowledge,2 - Limited knowledge,2 - Limited knowledge,1 - No knowledge,3 - Moderate knowledge,2 - Limited knowledge
267,Customer Experience,Big Data,2.Limited knowledge,1 - No knowledge ,1 - No knowledge,2 - Limited knowledge,3 - Moderate knowledge,1 - No knowledge,1 - No knowledge,2 - Limited knowledge,1 - No knowledge,1 - No knowledge,1 - No knowledge
268,Customer Experience,Big Data,2.Limited knowledge,1 - No knowledge ,1 - No knowledge,2 - Limited knowledge,2 - Limited knowledge,1 - No knowledge,1 - No knowledge,2 - Limited knowledge,1 - No knowledge,2 - Limited knowledge,1 - No knowledge
269,Analytics,Big Data,2.Limited knowledge,3 - Moderate knowledge,4 - Substantial knowledge,4 - Substantial knowledge,5 - Extensive knowledge,2 - Limited knowledge,2 - Limited knowledge,2 - Limited knowledge,2 - Limited knowledge,4 - Substantial knowledge,2 - Limited knowledge
270,Analytics,Big Data,2.Limited knowledge,1 - No knowledge ,1 - No knowledge,1 - No knowledge,4 - Substantial knowledge,1 - No knowledge,1 - No knowledge,2 - Limited knowledge,1 - No knowledge,1 - No knowledge,1 - No knowledge
271,Customer Experience,Big Data,2.Limited knowledge,1 - No knowledge ,3 - Moderate knowledge,2 - Limited knowledge,2 - Limited knowledge,1 - No knowledge,1 - No knowledge,2 - Limited knowledge,1 - No knowledge,1 - No knowledge,1 - No knowledge
272,Customer Experience,Big Data,3.Moderate knowledge,1 - No knowledge ,2 - Limited knowledge,3 - Moderate knowledge,2 - Limited knowledge,1 - No knowledge,3 - Moderate knowledge,3 - Moderate knowledge,2 - Limited knowledge,1 - No knowledge,1 - No knowledge
273,Customer Experience,Big Data,2.Limited knowledge,1 - No knowledge ,1 - No knowledge,2 - Limited knowledge,2 - Limited knowledge,1 - No knowledge,1 - No knowledge,2 - Limited knowledge,1 - No knowledge,1 - No knowledge,1 - No knowledge
274,Customer Experience,Big Data,4.Substantial knowledge,1 - No knowledge ,1 - No knowledge,3 - Moderate knowledge,2 - Limited knowledge,1 - No knowledge,3 - Moderate knowledge,4 - Substantial knowledge,1 - No knowledge,1 - No knowledge,1 - No knowledge
275,Analytics,Big Data,3.Moderate knowledge,2 - Limited knowledge ,3 - Moderate knowledge,3 - Moderate knowledge,3 - Moderate knowledge,3 - Moderate knowledge,1 - No knowledge,3 - Moderate knowledge,1 - No knowledge,1 - No knowledge,1 - No knowledge
276,Analytics,Big Data,3.Moderate knowledge,1 - No knowledge ,3 - Moderate knowledge,4 - Substantial knowledge,4 - Substantial knowledge,2 - Limited knowledge,1 - No knowledge,3 - Moderate knowledge,1 - No knowledge,2 - Limited knowledge,3 - Moderate knowledge
277,Customer Experience,Big Data,2.Limited knowledge,1 - No knowledge ,2 - Limited knowledge,1 - No knowledge,3 - Moderate knowledge,1 - No knowledge,1 - No knowledge,2 - Limited knowledge,1 - No knowledge,1 - No knowledge,1 - No knowledge
278,Analytics,Big Data,1.No knowledge,1 - No knowledge ,1 - No knowledge,3 - Moderate knowledge,3 - Moderate knowledge,1 - No knowledge,1 - No knowledge,1 - No knowledge,1 - No knowledge,1 - No knowledge,1 - No knowledge
279,Customer Experience,Big Data,1.No knowledge,1 - No knowledge ,1 - No knowledge,1 - No knowledge,1 - No knowledge,1 - No knowledge,1 - No knowledge,1 - No knowledge,1 - No knowledge,1 - No knowledge,1 - No knowledge
280,Customer Experience,Big Data,3.Moderate knowledge,2 - Limited knowledge ,2 - Limited knowledge,3 - Moderate knowledge,3 - Moderate knowledge,2 - Limited knowledge,2 - Limited knowledge,3 - Moderate knowledge,2 - Limited knowledge,1 - No knowledge,2 - Limited knowledge
281,Analytics,Big Data,2.Limited knowledge,1 - No knowledge ,1 - No knowledge,3 - Moderate knowledge,4 - Substantial knowledge,1 - No knowledge,2 - Limited knowledge,2 - Limited knowledge,1 - No knowledge,2 - Limited knowledge,1 - No knowledge
282,Analytics,Big Data,3.Moderate knowledge,1 - No knowledge ,2 - Limited knowledge,2 - Limited knowledge,3 - Moderate knowledge,1 - No knowledge,2 - Limited knowledge,3 - Moderate knowledge,2 - Limited knowledge,3 - Moderate knowledge,3 - Moderate knowledge
283,Analytics,Big Data,2.Limited knowledge,3 - Moderate knowledge,2 - Limited knowledge,3 - Moderate knowledge,5 - Extensive knowledge,2 - Limited knowledge,1 - No knowledge,2 - Limited knowledge,1 - No knowledge,3 - Moderate knowledge,1 - No knowledge
284,Analytics,Big Data,4.Substantial knowledge,3 - Moderate knowledge,3 - Moderate knowledge,3 - Moderate knowledge,5 - Extensive knowledge,4 - Substantial knowledge,4 - Substantial knowledge,4 - Substantial knowledge,2 - Limited knowledge,3 - Moderate knowledge,4 - Substantial knowledge
285,Analytics,Big Data,2.Limited knowledge,1 - No knowledge ,2 - Limited knowledge,4 - Substantial knowledge,5 - Extensive knowledge,3 - Moderate knowledge,4 - Substantial knowledge,2 - Limited knowledge,1 - No knowledge,2 - Limited knowledge,2 - Limited knowledge
286,Analytics,Big Data,3.Moderate knowledge,2 - Limited knowledge ,3 - Moderate knowledge,3 - Moderate knowledge,5 - Extensive knowledge,2 - Limited knowledge,4 - Substantial knowledge,3 - Moderate knowledge,2 - Limited knowledge,2 - Limited knowledge,2 - Limited knowledge
287,Analytics,Big Data,5.Extensive knowledge,2 - Limited knowledge ,3 - Moderate knowledge,3 - Moderate knowledge,4 - Substantial knowledge,2 - Limited knowledge,2 - Limited knowledge,5 - Extensive knowledge,3 - Moderate knowledge,4 - Substantial knowledge,4 - Substantial knowledge
288,Analytics,Python,1.No knowledge,4 - Substantial knowledge,2 - Limited knowledge,5 - Extensive knowledge,4 - Substantial knowledge,2 - Limited knowledge,2 - Limited knowledge,2 - Limited knowledge,1 - No knowledge,2 - Limited knowledge,1 - No knowledge
289,Analytics,Python,1.No knowledge,1 - No knowledge ,1 - No knowledge,3 - Moderate knowledge,4 - Substantial knowledge,1 - No knowledge,2 - Limited knowledge,3 - Moderate knowledge,1 - No knowledge,2 - Limited knowledge,1 - No knowledge
290,Analytics,Python,2.Limited knowledge,1 - No knowledge ,1 - No knowledge,4 - Substantial knowledge,5 - Extensive knowledge,3 - Moderate knowledge,4 - Substantial knowledge,4 - Substantial knowledge,2 - Limited knowledge,1 - No knowledge,1 - No knowledge
291,Analytics,Python,2.Limited knowledge,4 - Substantial knowledge,3 - Moderate knowledge,4 - Substantial knowledge,5 - Extensive knowledge,3 - Moderate knowledge,3 - Moderate knowledge,3 - Moderate knowledge,2 - Limited knowledge,4 - Substantial knowledge,3 - Moderate knowledge
292,Analytics,Python,1.No knowledge,1 - No knowledge ,1 - No knowledge,3 - Moderate knowledge,3 - Moderate knowledge,1 - No knowledge,1 - No knowledge,2 - Limited knowledge,1 - No knowledge,1 - No knowledge,1 - No knowledge
293,Analytics,Python,1.No knowledge,4 - Substantial knowledge,4 - Substantial knowledge,3 - Moderate knowledge,4 - Substantial knowledge,3 - Moderate knowledge,1 - No knowledge,4 - Substantial knowledge,1 - No knowledge,1 - No knowledge,1 - No knowledge
294,Analytics,Python,1.No knowledge,2 - Limited knowledge ,2 - Limited knowledge,3 - Moderate knowledge,4 - Substantial knowledge,1 - No knowledge,1 - No knowledge,1 - No knowledge,1 - No knowledge,3 - Moderate knowledge,1 - No knowledge
295,Analytics,Python,2.Limited knowledge,1 - No knowledge ,1 - No knowledge,3 - Moderate knowledge,2 - Limited knowledge,2 - Limited knowledge,2 - Limited knowledge,2 - Limited knowledge,2 - Limited knowledge,2 - Limited knowledge,1 - No knowledge
296,Analytics,Python,1.No knowledge,1 - No knowledge ,3 - Moderate knowledge,3 - Moderate knowledge,3 - Moderate knowledge,1 - No knowledge,3 - Moderate knowledge,3 - Moderate knowledge,1 - No knowledge,2 - Limited knowledge,2 - Limited knowledge
297,Analytics,Python,1.No knowledge,1 - No knowledge ,1 - No knowledge,2 - Limited knowledge,2 - Limited knowledge,1 - No knowledge,1 - No knowledge,1 - No knowledge,1 - No knowledge,1 - No knowledge,1 - No knowledge
298,Customer Experience,Python,1.No knowledge,1 - No knowledge ,1 - No knowledge,1 - No knowledge,1 - No knowledge,1 - No knowledge,1 - No knowledge,2 - Limited knowledge,1 - No knowledge,1 - No knowledge,1 - No knowledge
299,Customer Experience,Python,1.No knowledge,1 - No knowledge ,1 - No knowledge,2 - Limited knowledge,3 - Moderate knowledge,1 - No knowledge,1 - No knowledge,1 - No knowledge,1 - No knowledge,1 - No knowledge,1 - No knowledge
300,Customer Experience,Python,1.No knowledge,3 - Moderate knowledge,3 - Moderate knowledge,3 - Moderate knowledge,5 - Extensive knowledge,3 - Moderate knowledge,3 - Moderate knowledge,3 - Moderate knowledge,1 - No knowledge,4 - Substantial knowledge,2 - Limited knowledge
301,Analytics,Python,1.No knowledge,1 - No knowledge ,1 - No knowledge,3 - Moderate knowledge,3 - Moderate knowledge,1 - No knowledge,2 - Limited knowledge,2 - Limited knowledge,1 - No knowledge,1 - No knowledge,1 - No knowledge
302,Analytics,Python,1.No knowledge,1 - No knowledge ,2 - Limited knowledge,3 - Moderate knowledge,3 - Moderate knowledge,1 - No knowledge,2 - Limited knowledge,3 - Moderate knowledge,1 - No knowledge,1 - No knowledge,3 - Moderate knowledge
303,Analytics,Python,2.Limited knowledge,1 - No knowledge ,2 - Limited knowledge,2 - Limited knowledge,5 - Extensive knowledge,3 - Moderate knowledge,3 - Moderate knowledge,3 - Moderate knowledge,2 - Limited knowledge,3 - Moderate knowledge,4 - Substantial knowledge
304,Analytics,Python,1.No knowledge,2 - Limited knowledge ,2 - Limited knowledge,4 - Substantial knowledge,3 - Moderate knowledge,1 - No knowledge,1 - No knowledge,2 - Limited knowledge,1 - No knowledge,1 - No knowledge,1 - No knowledge
305,Customer Experience,Python,1.No knowledge,1 - No knowledge ,1 - No knowledge,2 - Limited knowledge,2 - Limited knowledge,1 - No knowledge,1 - No knowledge,2 - Limited knowledge,1 - No knowledge,2 - Limited knowledge,1 - No knowledge
306,Customer Experience,Python,1.No knowledge,1 - No knowledge ,1 - No knowledge,1 - No knowledge,3 - Moderate knowledge,1 - No knowledge,1 - No knowledge,3 - Moderate knowledge,1 - No knowledge,1 - No knowledge,1 - No knowledge
307,Analytics,Python,1.No knowledge,1 - No knowledge ,4 - Substantial knowledge,3 - Moderate knowledge,4 - Substantial knowledge,1 - No knowledge,2 - Limited knowledge,2 - Limited knowledge,1 - No knowledge,3 - Moderate knowledge,2 - Limited knowledge
308,Customer Experience,Python,1.No knowledge,1 - No knowledge ,1 - No knowledge,2 - Limited knowledge,3 - Moderate knowledge,1 - No knowledge,1 - No knowledge,2 - Limited knowledge,1 - No knowledge,1 - No knowledge,1 - No knowledge
309,Customer Experience,Python,1.No knowledge,1 - No knowledge ,1 - No knowledge,2 - Limited knowledge,2 - Limited knowledge,1 - No knowledge,1 - No knowledge,2 - Limited knowledge,1 - No knowledge,2 - Limited knowledge,1 - No knowledge
310,Analytics,Python,2.Limited knowledge,3 - Moderate knowledge,4 - Substantial knowledge,4 - Substantial knowledge,5 - Extensive knowledge,2 - Limited knowledge,2 - Limited knowledge,2 - Limited knowledge,2 - Limited knowledge,4 - Substantial knowledge,2 - Limited knowledge
311,Analytics,Python,1.No knowledge,1 - No knowledge ,1 - No knowledge,1 - No knowledge,4 - Substantial knowledge,1 - No knowledge,1 - No knowledge,2 - Limited knowledge,1 - No knowledge,1 - No knowledge,1 - No knowledge
312,Customer Experience,Python,1.No knowledge,1 - No knowledge ,3 - Moderate knowledge,2 - Limited knowledge,2 - Limited knowledge,1 - No knowledge,1 - No knowledge,2 - Limited knowledge,1 - No knowledge,1 - No knowledge,1 - No knowledge
313,Customer Experience,Python,2.Limited knowledge,1 - No knowledge ,2 - Limited knowledge,3 - Moderate knowledge,2 - Limited knowledge,1 - No knowledge,3 - Moderate knowledge,3 - Moderate knowledge,2 - Limited knowledge,1 - No knowledge,1 - No knowledge
314,Customer Experience,Python,1.No knowledge,1 - No knowledge ,1 - No knowledge,2 - Limited knowledge,2 - Limited knowledge,1 - No knowledge,1 - No knowledge,2 - Limited knowledge,1 - No knowledge,1 - No knowledge,1 - No knowledge
315,Customer Experience,Python,1.No knowledge,1 - No knowledge ,1 - No knowledge,3 - Moderate knowledge,2 - Limited knowledge,1 - No knowledge,3 - Moderate knowledge,4 - Substantial knowledge,1 - No knowledge,1 - No knowledge,1 - No knowledge
316,Analytics,Python,1.No knowledge,2 - Limited knowledge ,3 - Moderate knowledge,3 - Moderate knowledge,3 - Moderate knowledge,3 - Moderate knowledge,1 - No knowledge,3 - Moderate knowledge,1 - No knowledge,1 - No knowledge,1 - No knowledge
317,Analytics,Python,1.No knowledge,1 - No knowledge ,3 - Moderate knowledge,4 - Substantial knowledge,4 - Substantial knowledge,2 - Limited knowledge,1 - No knowledge,3 - Moderate knowledge,1 - No knowledge,2 - Limited knowledge,3 - Moderate knowledge
318,Customer Experience,Python,1.No knowledge,1 - No knowledge ,2 - Limited knowledge,1 - No knowledge,3 - Moderate knowledge,1 - No knowledge,1 - No knowledge,2 - Limited knowledge,1 - No knowledge,1 - No knowledge,1 - No knowledge
319,Analytics,Python,1.No knowledge,1 - No knowledge ,1 - No knowledge,3 - Moderate knowledge,3 - Moderate knowledge,1 - No knowledge,1 - No knowledge,1 - No knowledge,1 - No knowledge,1 - No knowledge,1 - No knowledge
320,Customer Experience,Python,1.No knowledge,1 - No knowledge ,1 - No knowledge,1 - No knowledge,1 - No knowledge,1 - No knowledge,1 - No knowledge,1 - No knowledge,1 - No knowledge,1 - No knowledge,1 - No knowledge
321,Customer Experience,Python,2.Limited knowledge,2 - Limited knowledge ,2 - Limited knowledge,3 - Moderate knowledge,3 - Moderate knowledge,2 - Limited knowledge,2 - Limited knowledge,3 - Moderate knowledge,2 - Limited knowledge,1 - No knowledge,2 - Limited knowledge
322,Analytics,Python,1.No knowledge,1 - No knowledge ,1 - No knowledge,3 - Moderate knowledge,4 - Substantial knowledge,1 - No knowledge,2 - Limited knowledge,2 - Limited knowledge,1 - No knowledge,2 - Limited knowledge,1 - No knowledge
323,Analytics,Python,2.Limited knowledge,1 - No knowledge ,2 - Limited knowledge,2 - Limited knowledge,3 - Moderate knowledge,1 - No knowledge,2 - Limited knowledge,3 - Moderate knowledge,2 - Limited knowledge,3 - Moderate knowledge,3 - Moderate knowledge
324,Analytics,Python,1.No knowledge,3 - Moderate knowledge,2 - Limited knowledge,3 - Moderate knowledge,5 - Extensive knowledge,2 - Limited knowledge,1 - No knowledge,2 - Limited knowledge,1 - No knowledge,3 - Moderate knowledge,1 - No knowledge
