ag_key,estate,property,shares,property_risk,shares_risk,threshold,margin,risk_percent
479,143994,136891,132381,1.468365342,0.15183901,325000,20000,0.1
480,258723,122008,31764,0.707142155,0.271618814,325000,20000,0.1
481,287813,275855,164966,0.207308187,0.034665931,325000,20000,0.1
482,68599,111705,82105,2.474383421,0.336643323,325000,20000,0.1
483,93077,245452,179410,1.026363607,0.14041748,325000,20000,0.1
484,267003,192777,18951,0.404597021,0.411571949,325000,20000,0.1
485,321365,206225,186560,0.114607831,0.012668846,325000,20000,0.1
486,243588,268018,84161,0.378377572,0.120497618,325000,20000,0.1
487,127565,231026,31546,0.941171124,0.689263298,325000,20000,0.1
488,163867,303545,49086,0.596725362,0.369011531,325000,20000,0.1
489,272538,137838,10709,0.525704087,0.676645812,325000,20000,0.1
490,260837,115183,110322,0.730689425,0.076288501,325000,20000,0.1
491,105516,163032,38241,1.468938613,0.626249314,325000,20000,0.1
492,216813,295958,192081,0.433125646,0.066735908,325000,20000,0.1
493,275083,71714,70561,0.974942131,0.099087315,325000,20000,0.1
494,202923,130452,55065,1.089113237,0.258016889,325000,20000,0.1
495,123958,215041,93743,1.027906306,0.235795739,325000,20000,0.1
496,144839,77045,114766,2.597975209,0.174407926,325000,20000,0.1
497,288722,102484,144196,0.549139378,0.039028822,325000,20000,0.1
498,44495,84200,137206,3.568942993,0.21901739,325000,20000,0.1
499,206760,222512,115905,0.621269864,0.119270092,325000,20000,0.1
500,323315,87786,62663,0.247021165,0.034605748,325000,20000,0.1
501,212503,69119,190161,1.916940349,0.069676222,325000,20000,0.1
502,264991,248507,110765,0.321958738,0.072233106,325000,20000,0.1
503,320223,417,186068,59.41726619,0.013316099,325000,20000,0.1
504,81718,89922,119089,2.927893063,0.221080033,325000,20000,0.1
505,147055,17298,52292,11.44323043,0.378537826,325000,20000,0.1
506,79733,180393,168094,1.470494975,0.157808726,325000,20000,0.1
507,187019,81377,86393,1.941347064,0.182863195,325000,20000,0.1
508,55073,307786,189088,0.941975918,0.153329138,325000,20000,0.1
509,150393,227896,141310,0.853928985,0.137716368,325000,20000,0.1
510,271106,282683,87616,0.261402348,0.084338477,325000,20000,0.1
511,99849,193070,73264,1.269751903,0.33461318,325000,20000,0.1
512,146598,44332,62718,4.47536768,0.316339807,325000,20000,0.1
513,97846,212128,4979,1.165117288,4.9639285,325000,20000,0.1
514,77963,303462,47426,0.879968497,0.563060347,325000,20000,0.1
515,233183,96384,14242,1.160119937,0.785121472,325000,20000,0.1
516,43055,315928,46478,0.955739915,0.649651448,325000,20000,0.1
517,172781,64748,31789,2.659835053,0.541756582,325000,20000,0.1
518,223844,155893,53911,0.777174087,0.224733357,325000,20000,0.1
519,126148,183681,21865,1.191478705,1.000923851,325000,20000,0.1
520,199567,226664,183830,0.641623725,0.079112767,325000,20000,0.1
521,266046,114973,46709,0.686717751,0.169033805,325000,20000,0.1
522,179115,146019,8450,1.136050788,1.963136095,325000,20000,0.1
523,212939,88098,113508,1.499023814,0.116345103,325000,20000,0.1
524,33826,274537,137100,1.133450136,0.226968636,325000,20000,0.1
525,234712,130122,88445,0.847573815,0.124696704,325000,20000,0.1
526,300250,249182,166613,0.179587611,0.026858648,325000,20000,0.1
527,209115,214533,132186,0.633399057,0.10279833,325000,20000,0.1
528,127366,219792,90087,0.990181626,0.241582026,325000,20000,0.1
529,177160,292856,258,0.573114432,65.05426357,325000,20000,0.1
530,191085,223164,96457,0.689694574,0.159568512,325000,20000,0.1
531,267896,41720,187510,1.848130393,0.04111994,325000,20000,0.1
532,182528,83454,66190,1.946844968,0.245463061,325000,20000,0.1
533,131091,65872,186217,3.247343333,0.114870823,325000,20000,0.1
534,35783,6777,55317,45.62741626,0.558990907,325000,20000,0.1
535,142594,211938,3386,0.955024583,5.977731837,325000,20000,0.1
536,46134,39159,31873,7.632115223,0.937677658,325000,20000,0.1
537,93313,286419,170926,0.878737095,0.147249102,325000,20000,0.1
538,247642,163527,126947,0.595363457,0.076691848,325000,20000,0.1
539,109028,238136,61234,0.990912756,0.385361074,325000,20000,0.1
540,103499,232348,119240,1.039393496,0.202533546,325000,20000,0.1
541,209815,235000,116592,0.575255319,0.115947063,325000,20000,0.1
542,151438,139780,120283,1.384761768,0.160922159,325000,20000,0.1
543,38898,193981,104110,1.577999907,0.294017866,325000,20000,0.1
544,298810,9798,57992,4.714227393,0.079648917,325000,20000,0.1
545,18701,224602,24953,1.452787598,1.30765439,325000,20000,0.1
546,207824,196847,45056,0.696866094,0.304456676,325000,20000,0.1
547,207875,13307,61382,10.30472684,0.22339611,325000,20000,0.1
548,277921,200807,131766,0.33404712,0.05090767,325000,20000,0.1
549,242011,223440,184118,0.460924633,0.05593641,325000,20000,0.1
550,66647,128812,132986,2.160924448,0.209310003,325000,20000,0.1
551,43551,78600,177602,3.835229008,0.169732886,325000,20000,0.1
552,48965,92565,9646,3.198131043,3.068992328,325000,20000,0.1
553,155961,258462,28374,0.731399587,0.66624022,325000,20000,0.1
554,15429,201060,49266,1.639167413,0.668962368,325000,20000,0.1
555,206560,460,86679,300.9565217,0.159715733,325000,20000,0.1
556,170645,88313,78775,1.974284647,0.22133291,325000,20000,0.1
557,94845,182665,106262,1.369474174,0.235413412,325000,20000,0.1
558,232119,155535,8074,0.725759475,1.398080258,325000,20000,0.1
559,111311,135569,198446,1.723764282,0.117759491,325000,20000,0.1
560,284339,192178,24779,0.315650074,0.244808104,325000,20000,0.1
561,55620,170089,88059,1.70134459,0.328620584,325000,20000,0.1
562,48338,72145,162861,4.112024395,0.182156563,325000,20000,0.1
563,91543,116412,185426,2.177241178,0.13668903,325000,20000,0.1
564,296243,127704,129293,0.381796968,0.037710472,325000,20000,0.1
565,12272,47110,195285,7.062789217,0.170380726,325000,20000,0.1
566,2901,134306,86802,2.547160961,0.394114191,325000,20000,0.1
567,119534,214944,143296,1.048952285,0.157342843,325000,20000,0.1
568,257512,115767,97470,0.755724861,0.0897589,325000,20000,0.1
569,159364,120315,142206,1.542916511,0.130540202,325000,20000,0.1
570,57590,292264,95892,0.983391728,0.299722605,325000,20000,0.1
571,107307,118954,18680,1.998192579,1.272446467,325000,20000,0.1
572,19831,243439,102061,1.335730922,0.3186026,325000,20000,0.1
573,268685,274220,70340,0.278298447,0.108494456,325000,20000,0.1
574,9840,14328,73828,23.3919598,0.453974102,325000,20000,0.1
575,182368,264940,11027,0.613844644,1.474852634,325000,20000,0.1
576,144065,243379,75615,0.825605332,0.265734312,325000,20000,0.1
577,12412,197650,82415,1.682711864,0.403552751,325000,20000,0.1
578,271711,39824,111683,1.840322419,0.065622342,325000,20000,0.1
579,231010,170424,33230,0.668861193,0.343033404,325000,20000,0.1
580,13935,251116,71349,1.318374775,0.464007905,325000,20000,0.1
581,67001,10580,190132,26.27589792,0.146213683,325000,20000,0.1
582,279807,255365,5908,0.255293404,1.103469871,325000,20000,0.1
583,274964,87525,64155,0.800182805,0.109166862,325000,20000,0.1
584,86158,224312,105753,1.153937373,0.244760905,325000,20000,0.1
585,196386,204346,78796,0.727266499,0.188606021,325000,20000,0.1
586,109813,88451,120038,2.658952414,0.195927123,325000,20000,0.1
587,255930,316633,971,0.281303591,9.173017508,325000,20000,0.1
588,230974,254819,20846,0.447478406,0.546992229,325000,20000,0.1
589,270777,284444,16659,0.260940642,0.44554295,325000,20000,0.1
590,268334,27686,4837,2.76912519,1.584990697,325000,20000,0.1
591,31816,303507,98253,1.031883943,0.318752608,325000,20000,0.1
592,174077,2623,96560,65.16317194,0.17701222,325000,20000,0.1
593,259302,223696,113647,0.383100279,0.075407182,325000,20000,0.1
594,160941,1654,4384,111.2811366,4.198426095,325000,20000,0.1
595,154102,127276,46820,1.499874289,0.407727467,325000,20000,0.1
596,65576,61378,83714,4.552510672,0.333784074,325000,20000,0.1
597,229215,284710,124797,0.40667697,0.092778673,325000,20000,0.1
598,126324,179478,196262,1.218400027,0.111420448,325000,20000,0.1
599,140384,26372,148240,7.758835128,0.138030221,325000,20000,0.1
600,79926,207173,6663,1.2794814,3.978298064,325000,20000,0.1
601,17562,34393,22459,9.520483819,1.457936685,325000,20000,0.1
602,296414,223267,135517,0.217613888,0.035852328,325000,20000,0.1
603,87961,3219,67002,79.85057471,0.383628847,325000,20000,0.1
604,124447,316305,25205,0.697279525,0.875036699,325000,20000,0.1
605,245331,286544,150775,0.347831398,0.06610446,325000,20000,0.1
606,324754,275367,164014,0.073523697,0.012344068,325000,20000,0.1
607,223460,52210,2392,2.327906531,5.081103679,325000,20000,0.1
608,150375,305770,37331,0.636507833,0.521349549,325000,20000,0.1
609,146665,93185,110960,2.128400494,0.178744593,325000,20000,0.1
610,152356,265052,141135,0.72681587,0.136496262,325000,20000,0.1
611,245107,44717,154419,2.23389315,0.064689578,325000,20000,0.1
612,188414,51236,185724,3.056171442,0.084311128,325000,20000,0.1
613,201312,3187,161082,45.0856605,0.089201773,325000,20000,0.1
614,290248,313977,3740,0.1743822,1.463957219,325000,20000,0.1
615,125607,117727,120579,1.863574201,0.181949593,325000,20000,0.1
616,250571,297410,79087,0.317504455,0.11939889,325000,20000,0.1
617,291074,162616,9035,0.331615585,0.596856669,325000,20000,0.1
618,132273,3737,18357,56.9245384,1.158833143,325000,20000,0.1
619,139232,288505,10662,0.713221608,1.92991934,325000,20000,0.1
620,146319,30343,199418,6.547836404,0.099630425,325000,20000,0.1
621,58946,37500,191982,7.628106667,0.149000427,325000,20000,0.1
622,181533,154754,152677,1.05630226,0.107067207,325000,20000,0.1
623,157961,208348,192259,0.897724,0.097284913,325000,20000,0.1
624,284177,148404,48170,0.409847443,0.126267386,325000,20000,0.1
625,247821,296275,139836,0.3280027,0.06949498,325000,20000,0.1
626,237889,259791,184422,0.412296808,0.058079296,325000,20000,0.1
627,222885,41000,52332,2.978414634,0.233346709,325000,20000,0.1
628,290595,320510,192962,0.169745094,0.02819467,325000,20000,0.1
629,120332,5927,79485,37.90585456,0.282654589,325000,20000,0.1
630,295120,133624,79405,0.373286236,0.062817203,325000,20000,0.1
631,302134,249799,70053,0.171601968,0.061190813,325000,20000,0.1
632,152851,145261,3630,1.322784505,5.293360882,325000,20000,0.1
633,128242,34681,149934,6.25005046,0.144568944,325000,20000,0.1
634,248171,189383,45624,0.511286652,0.212232597,325000,20000,0.1
635,52574,256568,70514,1.13976022,0.414706299,325000,20000,0.1
636,253780,296985,142175,0.30715356,0.064160366,325000,20000,0.1
637,45707,145631,153373,2.055146226,0.195140605,325000,20000,0.1
638,191711,253498,34331,0.604695106,0.44650316,325000,20000,0.1
639,257086,137124,182974,0.641127738,0.048047264,325000,20000,0.1
640,71686,291725,96290,0.936889194,0.283844636,325000,20000,0.1
641,152486,110146,48634,1.747807456,0.395842415,325000,20000,0.1
642,66572,246261,173234,1.130621576,0.160723645,325000,20000,0.1
643,197137,50293,92899,2.940031416,0.15916533,325000,20000,0.1
644,297628,153971,97217,0.307668327,0.048728103,325000,20000,0.1
645,87147,312900,183888,0.824074784,0.140222853,325000,20000,0.1
646,62257,265500,174996,1.064945386,0.161571122,325000,20000,0.1
647,18957,165259,8371,1.972921293,3.894911002,325000,20000,0.1
648,129010,289426,69277,0.746270204,0.311777358,325000,20000,0.1
649,47457,31676,174809,9.393326178,0.170210344,325000,20000,0.1
650,141936,320555,57717,0.633476315,0.351827018,325000,20000,0.1
651,173816,189013,103313,0.905673155,0.16569454,325000,20000,0.1
652,174605,204366,77569,0.83377372,0.21966894,325000,20000,0.1
653,302599,106689,48735,0.397426164,0.08700318,325000,20000,0.1
654,187516,74426,66380,2.115980974,0.237246158,325000,20000,0.1
655,97293,137439,154262,1.802305023,0.160575514,325000,20000,0.1
656,300874,40932,6985,1.078031858,0.631725125,325000,20000,0.1
657,8275,18023,47745,18.68307163,0.705257095,325000,20000,0.1
658,275355,165419,25381,0.421021769,0.274398172,325000,20000,0.1
659,310379,70765,138761,0.489239031,0.024950094,325000,20000,0.1
660,167368,297740,44587,0.596601061,0.398394151,325000,20000,0.1
661,306505,312347,80476,0.12324434,0.047834137,325000,20000,0.1
662,210675,72288,63311,1.858192231,0.212166922,325000,20000,0.1
663,152032,315908,47911,0.610836066,0.402763457,325000,20000,0.1
664,159172,249038,73753,0.746183313,0.25195992,325000,20000,0.1
665,267179,40432,82110,1.924737831,0.094776519,325000,20000,0.1
666,119119,184807,68987,1.222253486,0.327425457,325000,20000,0.1
667,144746,310716,25275,0.644492076,0.792300692,325000,20000,0.1
668,74402,53842,36275,5.025779132,0.745962784,325000,20000,0.1
669,165618,11012,191667,16.28968398,0.093590446,325000,20000,0.1
670,119368,133646,82820,1.688280981,0.27243661,325000,20000,0.1
671,146708,50627,23258,3.916724278,0.852575458,325000,20000,0.1
672,130676,258604,106361,0.82877295,0.201506191,325000,20000,0.1
673,168821,311094,101914,0.566320791,0.172870263,325000,20000,0.1
674,146663,27659,176424,7.170794316,0.112420646,325000,20000,0.1
675,249672,49492,151104,1.926129475,0.063087675,325000,20000,0.1
676,156841,264794,82586,0.710586343,0.227834015,325000,20000,0.1
677,275260,107616,53987,0.6480449,0.129179247,325000,20000,0.1
678,172560,183394,151295,0.940270674,0.113976007,325000,20000,0.1
679,10608,255540,195634,1.308570087,0.170927344,325000,20000,0.1
680,305364,291729,194662,0.135865821,0.020361447,325000,20000,0.1
681,298213,30740,154100,1.522023422,0.030361454,325000,20000,0.1
682,81341,196800,43428,1.339730691,0.607117528,325000,20000,0.1
683,141236,68398,185355,2.979092956,0.109931753,325000,20000,0.1
684,270026,245717,19652,0.305123374,0.381508243,325000,20000,0.1
685,263193,14274,85701,5.731189575,0.095456296,325000,20000,0.1
686,152105,316889,65869,0.608714723,0.292846407,325000,20000,0.1
687,295780,248991,121161,0.197677828,0.040623633,325000,20000,0.1
688,245502,135648,144740,0.733501415,0.068742573,325000,20000,0.1
689,295962,61030,66128,0.803506472,0.074156182,325000,20000,0.1
690,176803,84995,99807,1.978904641,0.168522248,325000,20000,0.1
691,203671,55900,111128,2.528246869,0.127176769,325000,20000,0.1
692,108973,196374,70663,1.201925917,0.334017803,325000,20000,0.1
693,60324,314190,8932,0.90606321,3.187147335,325000,20000,0.1
694,155471,103006,74922,1.839980195,0.25296842,325000,20000,0.1
695,138270,243840,62037,0.847810039,0.333236617,325000,20000,0.1
696,94290,95179,111318,2.634089453,0.225219641,325000,20000,0.1
697,30422,269788,14770,1.166019245,2.129844279,325000,20000,0.1
698,247301,195118,142441,0.500717515,0.0685891,325000,20000,0.1
699,53525,131677,160354,2.213560455,0.18176971,325000,20000,0.1
700,203773,292968,76242,0.482056061,0.185235172,325000,20000,0.1
701,300974,105868,73348,0.415857483,0.06002345,325000,20000,0.1
702,145047,300344,39799,0.665746611,0.502407096,325000,20000,0.1
703,33746,194877,81193,1.597181812,0.383350781,325000,20000,0.1
704,48862,251901,16938,1.175612641,1.748364624,325000,20000,0.1
705,79124,268712,164407,0.98944595,0.161718175,325000,20000,0.1
706,34306,200139,78011,1.552391088,0.398269475,325000,20000,0.1
707,116509,176978,192152,1.291070077,0.118911591,325000,20000,0.1
708,149531,43332,45647,4.510961876,0.428218722,325000,20000,0.1
709,65456,111584,120860,2.505233725,0.231295714,325000,20000,0.1
710,120344,180815,35465,1.242463291,0.633458339,325000,20000,0.1
711,132571,225483,56946,0.9421065,0.373035859,325000,20000,0.1
712,83287,49293,167051,5.309333983,0.156666527,325000,20000,0.1
713,13996,186809,83204,1.771884652,0.39782222,325000,20000,0.1
714,148967,194245,78732,1.00920487,0.248987705,325000,20000,0.1
715,223781,9779,75307,12.39584825,0.160966444,325000,20000,0.1
716,66203,54542,173926,5.111602068,0.160296333,325000,20000,0.1
717,296592,74049,12495,0.653729287,0.387418968,325000,20000,0.1
718,41565,34840,12073,8.709385763,2.513335542,325000,20000,0.1
719,133376,119172,196423,1.775786259,0.10773891,325000,20000,0.1
720,245082,253464,140609,0.394209829,0.071060885,325000,20000,0.1
721,19637,117294,78369,2.773910004,0.415167987,325000,20000,0.1
722,61761,16164,72002,17.52282851,0.393376573,325000,20000,0.1
723,7402,50280,135033,6.714359586,0.250011479,325000,20000,0.1
724,23516,241190,131624,1.332907666,0.244244211,325000,20000,0.1
725,178847,317907,108216,0.52264656,0.153538294,325000,20000,0.1
726,101559,294946,74712,0.825374814,0.325839223,325000,20000,0.1
727,288368,191263,40014,0.296094906,0.141530464,325000,20000,0.1
728,41706,308535,72698,0.983013272,0.417197172,325000,20000,0.1
729,283537,31083,161072,1.977383135,0.038158712,325000,20000,0.1
730,147708,8262,75734,23.87944808,0.26050651,325000,20000,0.1
731,72968,17435,69756,15.60263837,0.389976489,325000,20000,0.1
732,290245,37720,20121,1.451617179,0.272128622,325000,20000,0.1
733,48750,50484,63909,5.868195864,0.463549735,325000,20000,0.1
734,125368,48341,115381,4.543389669,0.190353698,325000,20000,0.1
735,197950,4440,177578,33.11936937,0.082808681,325000,20000,0.1
736,17820,143790,90246,2.275401627,0.362542384,325000,20000,0.1
737,242142,88691,33769,1.159734359,0.30459297,325000,20000,0.1
738,253504,110072,21138,0.831237735,0.43285079,325000,20000,0.1
739,99318,323913,140191,0.758481444,0.175248054,325000,20000,0.1
740,79421,18543,108059,14.32233188,0.245772217,325000,20000,0.1
741,191244,223816,138712,0.686975015,0.110845493,325000,20000,0.1
742,147340,146422,142445,1.349933753,0.138762329,325000,20000,0.1
743,122380,257738,77419,0.863745354,0.287552151,325000,20000,0.1
744,278210,280032,34829,0.238508456,0.191765483,325000,20000,0.1
745,55047,62461,173353,4.642144698,0.167261599,325000,20000,0.1
746,169074,258531,86043,0.680483192,0.204462885,325000,20000,0.1
747,261915,221893,52592,0.374437229,0.157980301,325000,20000,0.1
748,11242,65501,198216,5.095464191,0.168380958,325000,20000,0.1
749,143145,102626,128132,1.966899226,0.157536759,325000,20000,0.1
750,238893,97028,95479,1.093570928,0.111131244,325000,20000,0.1
751,51452,267158,146029,1.098780497,0.201020345,325000,20000,0.1
752,244132,22329,170569,4.517354113,0.059136185,325000,20000,0.1
753,102248,272983,21848,0.88925684,1.111094837,325000,20000,0.1
754,34390,79430,129124,3.910487221,0.240551718,325000,20000,0.1
755,71268,205278,94876,1.333469734,0.288515536,325000,20000,0.1
756,527,187500,117657,1.837189333,0.29277731,325000,20000,0.1
757,267410,42883,65550,1.809341697,0.118367658,325000,20000,0.1
758,76360,148247,195373,1.812110869,0.137501088,325000,20000,0.1
759,183846,243922,181148,0.660678414,0.088962616,325000,20000,0.1
760,10107,99487,52989,3.366198599,0.632004756,325000,20000,0.1
761,290555,69724,18939,0.780864552,0.287475579,325000,20000,0.1
762,137752,220994,132395,0.937799216,0.156537634,325000,20000,0.1
763,193798,53604,11668,2.820722334,1.295869044,325000,20000,0.1
764,298353,129049,49298,0.36146735,0.0946225,325000,20000,0.1
765,49117,262198,195793,1.128471613,0.151120316,325000,20000,0.1
766,191774,76904,2004,1.992432123,7.646007984,325000,20000,0.1
767,277356,161642,68939,0.418480345,0.098121528,325000,20000,0.1
768,204673,234944,37883,0.5972785,0.370422089,325000,20000,0.1
769,219456,81643,136347,1.537719094,0.092076833,325000,20000,0.1
770,115263,125323,57175,1.833159117,0.40181373,325000,20000,0.1
771,221442,308105,10480,0.401025624,1.17898855,325000,20000,0.1
772,218345,276756,104305,0.457641388,0.121427544,325000,20000,0.1
773,1803,53306,143292,6.43824335,0.239508835,325000,20000,0.1
774,115160,289020,66044,0.795239084,0.348010417,325000,20000,0.1
775,257172,69431,27209,1.264968098,0.322790253,325000,20000,0.1
776,107765,130967,38972,1.811410508,0.60873191,325000,20000,0.1
777,296725,105463,74697,0.457743474,0.064627763,325000,20000,0.1
778,98611,50591,193197,4.87021407,0.127532519,325000,20000,0.1
779,18286,201181,127240,1.623980396,0.256769884,325000,20000,0.1
780,77416,264481,149804,1.011732412,0.178622734,325000,20000,0.1
781,265910,36434,104896,2.170774551,0.07539849,325000,20000,0.1
782,248048,300593,160692,0.322535788,0.060334055,325000,20000,0.1
783,274978,44809,160306,1.562677141,0.043680212,325000,20000,0.1
784,297008,26243,116408,1.828754334,0.041227407,325000,20000,0.1
785,254250,36708,24549,2.472213142,0.369668826,325000,20000,0.1
786,318075,126260,157025,0.213250436,0.017146951,325000,20000,0.1
787,42215,24665,125854,12.27589702,0.240584328,325000,20000,0.1
788,245561,108193,136753,0.919089035,0.07271431,325000,20000,0.1
789,119133,321457,175571,0.702635189,0.1286471,325000,20000,0.1
790,14231,184288,105166,1.794848281,0.314520853,325000,20000,0.1
791,159849,209308,194821,0.884586351,0.095036469,325000,20000,0.1
792,181312,234312,133015,0.698589914,0.123059805,325000,20000,0.1
793,28850,131075,112466,2.411977875,0.281107179,325000,20000,0.1
794,248224,14303,140575,6.766132979,0.068842966,325000,20000,0.1
795,260691,170560,162966,0.494306989,0.051734104,325000,20000,0.1
796,76380,198044,131061,1.356365252,0.204957997,325000,20000,0.1
797,202941,226625,143900,0.626846111,0.098720639,325000,20000,0.1
798,69131,188658,72871,1.462270352,0.378571723,325000,20000,0.1
799,191599,132413,198223,1.158504074,0.077388093,325000,20000,0.1
800,256706,133930,21725,0.659254835,0.406416571,325000,20000,0.1
801,230965,316536,51320,0.360259181,0.222203819,325000,20000,0.1
802,191493,42776,109136,3.588624462,0.140656612,325000,20000,0.1
803,211946,11397,154150,11.67447574,0.086314629,325000,20000,0.1
804,225614,185634,184599,0.643125721,0.064673156,325000,20000,0.1
805,260008,263387,38960,0.322688667,0.218151951,325000,20000,0.1
806,317761,193584,105008,0.140708943,0.025939928,325000,20000,0.1
807,129923,165245,163984,1.301564344,0.131157308,325000,20000,0.1
808,280481,280863,114104,0.229716979,0.05654403,325000,20000,0.1
809,90901,73927,123398,3.437160983,0.205918248,325000,20000,0.1
810,157518,85923,87364,2.181976886,0.214598691,325000,20000,0.1
811,12000,159847,199286,2.0832421,0.167096535,325000,20000,0.1
812,209611,125093,85017,1.082306764,0.159249327,325000,20000,0.1
813,31776,159183,168023,1.967697556,0.186417336,325000,20000,0.1
814,296289,150083,5944,0.32456041,0.819498654,325000,20000,0.1
815,292334,216482,137385,0.243281197,0.038334607,325000,20000,0.1
816,205880,167765,44263,0.829255208,0.314303143,325000,20000,0.1
817,242899,7,159620,14585.85714,0.063965042,325000,20000,0.1
818,267830,53984,145388,1.429497629,0.053078658,325000,20000,0.1
819,13142,143847,7243,2.307020654,4.581775507,325000,20000,0.1
820,128092,211063,173669,1.027693153,0.124897362,325000,20000,0.1
821,125509,91548,120298,2.397551011,0.182456067,325000,20000,0.1
822,257422,102251,175357,0.856500181,0.049942688,325000,20000,0.1
823,172184,322185,140955,0.536387479,0.122603668,325000,20000,0.1
824,52545,204927,24196,1.427117949,1.208691519,325000,20000,0.1
825,15221,109053,95083,3.024025015,0.346832767,325000,20000,0.1
826,31738,160508,131272,1.951690881,0.23863581,325000,20000,0.1
827,302955,315753,20481,0.13315788,0.205287828,325000,20000,0.1
828,180066,130025,166599,1.268479139,0.099000594,325000,20000,0.1
829,112405,281851,144852,0.825240996,0.160574241,325000,20000,0.1
830,141551,206441,134273,0.985506755,0.15151892,325000,20000,0.1
831,235318,19336,170371,5.672424493,0.064378327,325000,20000,0.1
832,290855,234668,189982,0.230730223,0.028500068,325000,20000,0.1
833,145640,161297,141299,1.23598083,0.141090878,325000,20000,0.1
834,313376,206846,122102,0.152886689,0.025899658,325000,20000,0.1
835,59931,214332,124487,1.330034713,0.228994995,325000,20000,0.1
836,181377,8122,5202,20.14565378,3.14538639,325000,20000,0.1
837,314649,310491,160898,0.097751626,0.018863504,325000,20000,0.1
838,157681,155028,176082,1.208291405,0.106381686,325000,20000,0.1
839,185386,224651,170794,0.710497616,0.093454103,325000,20000,0.1
840,133054,107222,100842,1.976702542,0.210176315,325000,20000,0.1
841,195198,115596,67626,1.295909893,0.221515393,325000,20000,0.1
842,320861,71096,44293,0.339526837,0.054498453,325000,20000,0.1
843,305208,322194,67103,0.123503231,0.059299882,325000,20000,0.1
844,251456,275340,100723,0.339739958,0.092872532,325000,20000,0.1
845,304177,156362,53593,0.261080058,0.076172261,325000,20000,0.1
846,320007,319436,166285,0.078241025,0.015030219,325000,20000,0.1
847,229873,223650,192115,0.51476414,0.059926086,325000,20000,0.1
848,3848,321472,160607,1.061218395,0.212414154,325000,20000,0.1
849,269085,142056,39014,0.534401926,0.194583995,325000,20000,0.1
850,31331,94118,18629,3.332720627,1.683767245,325000,20000,0.1
851,227658,67465,193404,1.73930186,0.060671961,325000,20000,0.1
852,153603,14874,165472,12.86789028,0.115667303,325000,20000,0.1
853,315657,196770,82815,0.149123342,0.035431987,325000,20000,0.1
854,100481,290095,21867,0.842892845,1.118210088,325000,20000,0.1
855,112668,91221,83321,2.54691354,0.278839668,325000,20000,0.1
856,198864,209607,116688,0.697190456,0.125236528,325000,20000,0.1
857,137438,126084,129889,1.64621998,0.159799521,325000,20000,0.1
858,179444,227995,188035,0.726138731,0.088045311,325000,20000,0.1
859,123982,10985,148722,20.11998179,0.148611503,325000,20000,0.1
860,126631,280472,125933,0.778576828,0.173400935,325000,20000,0.1
861,234319,304395,87910,0.363609783,0.125902628,325000,20000,0.1
862,204811,133814,73390,1.047640755,0.191019212,325000,20000,0.1
863,151820,217113,62492,0.88976708,0.309127568,325000,20000,0.1
864,221953,292922,125666,0.420067458,0.097915904,325000,20000,0.1
865,199639,80718,18831,1.800849872,0.771923955,325000,20000,0.1
866,66167,188203,68626,1.481554492,0.406308105,325000,20000,0.1
867,121684,297756,152724,0.749996642,0.146221943,325000,20000,0.1
868,160547,274913,46651,0.670950446,0.395389166,325000,20000,0.1
869,14310,180398,90717,1.833113449,0.36452925,325000,20000,0.1
870,6209,153246,117068,2.210765697,0.289396761,325000,20000,0.1
871,219445,211221,3366,0.594424797,3.730095068,325000,20000,0.1
872,248638,35253,194575,2.733441126,0.049524348,325000,20000,0.1
873,78497,227341,86706,1.172261053,0.307363966,325000,20000,0.1
874,324808,286181,42368,0.070556746,0.04765861,325000,20000,0.1
875,217554,79493,192249,1.603235505,0.066292152,325000,20000,0.1
876,163895,66118,133991,2.739117941,0.135162063,325000,20000,0.1
877,139838,17883,182316,11.47245988,0.11253099,325000,20000,0.1
878,47375,254253,197591,1.170585991,0.1506268,325000,20000,0.1
879,34155,219048,153055,1.419072532,0.203093659,325000,20000,0.1
880,15950,136754,49181,2.406145341,0.66905919,325000,20000,0.1
881,7831,237511,71990,1.419593198,0.468355327,325000,20000,0.1
882,200838,6388,147024,22.5676268,0.098053379,325000,20000,0.1
883,303550,102112,114611,0.405926825,0.036165813,325000,20000,0.1
884,296128,279208,177587,0.175037965,0.027520032,325000,20000,0.1
885,242036,237015,192279,0.434419762,0.05354927,325000,20000,0.1
886,179491,48557,157357,3.408550775,0.105180577,325000,20000,0.1
887,156880,182309,96243,1.031874455,0.195463566,325000,20000,0.1
888,32387,176354,124863,1.772644794,0.2503648,325000,20000,0.1
889,248343,29830,53395,3.240261482,0.181022568,325000,20000,0.1
890,229011,216459,159803,0.535847435,0.072582492,325000,20000,0.1
891,98583,169363,70275,1.454963599,0.350646745,325000,20000,0.1
892,266525,190091,11257,0.412828593,0.697121791,325000,20000,0.1
893,55834,34077,138726,8.485664818,0.208443983,325000,20000,0.1
894,159171,47302,103812,3.928565388,0.179005317,325000,20000,0.1
895,164333,62106,18707,2.909010402,0.965772171,325000,20000,0.1
896,165193,151955,35716,1.183291106,0.503435435,325000,20000,0.1
897,174128,321890,110127,0.530839728,0.155159044,325000,20000,0.1
898,157871,110091,15186,1.699766557,1.232246806,325000,20000,0.1
899,205427,157341,122480,0.887073299,0.113955748,325000,20000,0.1
900,272065,113302,13853,0.643722088,0.526492457,325000,20000,0.1
901,68431,168440,44947,1.641943719,0.615322491,325000,20000,0.1
